"customer_id","total_orders"
"CA-122654","9"
"GZ-144704","9"
"SP-206504","9"
"BG-110351","9"
"AH-102104","9"
"TB-215204","9"
"JS-59403","9"
"JP-161354","9"
"LA-67802","9"
"PM-189403","9"
"LD-168552","9"
"GD-145902","9"
"PM-191352","9"
"GD-145901","9"
"IM-150702","9"
"WB-218503","9"
"MS-178303","9"
"GP-147403","9"
"TS-213702","9"
"LW-171252","9"
"KN-163904","9"
"TB-214003","9"
"AR-103451","9"
"JH-158201","9"
"SC-206802","9"
"KN-163901","9"
"GW-146051","9"
"MH-181151","9"
"SC-206801","9"
"TB-215951","9"
"SC-205752","9"
"TB-212502","9"
"SC-205751","9"
"JH-158202","9"
"AA-106452","9"
"BP-111854","9"
"RH-195552","9"
"JD-158953","9"
"LD-170051","9"
"MC-181002","9"
"MH-181154","9"
"MS-177704","9"
"RA-199154","9"
"AC-104203","9"
"LE-168101","9"
"PN-187751","9"
"AW-108403","9"
"BP-112903","9"
"CS-124004","9"
"AB-102553","9"
"SV-208153","9"
"SJ-202153","9"
"SC-203804","9"
"JC-153401","9"
"BD-116201","9"
"MB-180852","9"
"SC-203802","9"
"SJ-202151","9"
"TA-213852","9"
"AB-101503","9"
"SV-207854","9"
"DK-132254","9"
"TS-213401","9"
"CC-121003","9"
"MJ-177401","9"
"TH-211001","9"
"MD-178601","9"
"DS-131804","9"
"ND-183704","9"
"SJ-201252","9"
"BB-109903","9"
"SP-206204","9"
"SW-207552","9"
"PO-191804","9"
"MC-172751","9"
"BB-115454","9"
"TS-212052","9"
"AG-104954","8"
"RP-198554","8"
"LC-171403","8"
"AF-108853","8"
"CS-122502","8"
"JC-157752","8"
"AB-100604","8"
"CJ-120103","8"
"CJ-120104","8"
"JK-157301","8"
"MM-180554","8"
"PW-190302","8"
"EH-141252","8"
"CT-119954","8"
"CR-128202","8"
"CK-125952","8"
"KD-162703","8"
"KB-162402","8"
"RC-198253","8"
"MO-178004","8"
"EM-142003","8"
"JD-161504","8"
"HF-149952","8"
"KB-163151","8"
"RM-196752","8"
"MO-179502","8"
"RA-192852","8"
"CL-127002","8"
"NF-184752","8"
"DL-133154","8"
"JS-156853","8"
"DL-134952","8"
"TW-210252","8"
"DL-134954","8"
"Dl-136001","8"
"NG-184302","8"
"NZ-185651","8"
"LC-169602","8"
"NW-184001","8"
"DL-129253","8"
"NS-186403","8"
"LW-69902","8"
"DL-128654","8"
"RM-193751","8"
"JE-157453","8"
"RL-196154","8"
"KC-166752","8"
"JR-157003","8"
"DM-133452","8"
"DM-133454","8"
"NP-187002","8"
"DP-131054","8"
"LW-172151","8"
"JB-154003","8"
"NP-186702","8"
"RH-196002","8"
"OT-187302","8"
"DO-134351","8"
"GZ-145451","8"
"NM-185201","8"
"JA-159702","8"
"JL-158351","8"
"JR-156702","8"
"DR-129404","8"
"JP-54603","8"
"EH-141251","8"
"OT-187303","8"
"GZ-144702","8"
"KN-167054","8"
"GZ-144701","8"
"JP-155203","8"
"TB-215202","8"
"RA-199153","8"
"PB-191502","8"
"DK-28352","8"
"PB-191504","8"
"AS-6301","8"
"TB-212503","8"
"EM-138254","8"
"RB-197954","8"
"AT-104353","8"
"MA-79951","8"
"AT-107352","8"
"EM-138103","8"
"KM-167204","8"
"AT-4352","8"
"LS-172001","8"
"TN-210403","8"
"DK-133754","8"
"TB-210551","8"
"CM-121601","8"
"WB-218502","8"
"AH-100302","8"
"LB-167954","8"
"LB-167953","8"
"KC-162551","8"
"HH-150103","8"
"GT-147552","8"
"DK-132251","8"
"GT-146352","8"
"PB-192101","8"
"DK-131501","8"
"ND-183703","8"
"JF-152952","8"
"SW-207551","8"
"SC-202302","8"
"SW-204552","8"
"SW-203502","8"
"DV-130453","8"
"MC-172753","8"
"AB-101654","8"
"BD-113202","8"
"BD-115002","8"
"JF-153552","8"
"MC-172754","8"
"KM-163754","8"
"LD-170052","8"
"DK-128353","8"
"IL-151003","8"
"TH-211002","8"
"LE-168102","8"
"HH-150101","8"
"JF-154901","8"
"SV-209354","8"
"BD-117251","8"
"TH-211151","8"
"CM-121903","8"
"BD-117703","8"
"MC-175754","8"
"EH-140053","8"
"IG-150852","8"
"HA-149201","8"
"AR-108254","8"
"PF-191201","8"
"PF-191202","8"
"PF-191203","8"
"KM-163753","8"
"DJ-135104","8"
"RB-197951","8"
"JF-155654","8"
"BE-114103","8"
"KM-163752","8"
"JW-159551","8"
"MC-176053","8"
"TH-212352","8"
"LF-171852","8"
"RH-194951","8"
"MC-176054","8"
"GM-146803","8"
"RB-196453","8"
"AM-107054","8"
"RF-198404","8"
"ED-138852","8"
"SS-201404","8"
"SS-201403","8"
"KM-162251","8"
"PF-191653","8"
"SR-207404","8"
"BF-110202","8"
"VT-217002","8"
"BF-110204","8"
"SR-207403","8"
"SR-207402","8"
"BF-111702","8"
"BF-111703","8"
"JW-159552","8"
"RB-193301","8"
"DW-135852","8"
"MP-181752","8"
"SP-208603","8"
"MC-181001","8"
"AB-100153","8"
"KB-166001","8"
"BG-110354","8"
"TT-212204","8"
"RB-193601","8"
"JM-161951","8"
"PG-188203","8"
"HW-149354","8"
"KL-165554","8"
"PG-188951","8"
"SP-206201","8"
"DF-131351","8"
"BH-117104","8"
"GH-146652","8"
"EJ-137203","8"
"BK-112602","8"
"MY-182952","8"
"JD-157901","8"
"LS-172453","8"
"SO-203353","8"
"DE-132553","8"
"LB-167352","8"
"JG-151601","8"
"JD-157903","8"
"JG-151603","8"
"PH-187903","8"
"PJ-188354","8"
"TS-216102","8"
"VP-217303","8"
"RF-197351","8"
"JG-153101","8"
"RF-193454","8"
"EB-137051","8"
"AR-5102","8"
"AG-103003","8"
"CM-18302","8"
"ME-177253","8"
"AS-102853","8"
"PK-189103","8"
"LC-168851","8"
"BO-113501","8"
"LL-168402","8"
"BO-114252","8"
"ME-177254","8"
"MR-175451","8"
"SK-199903","8"
"AM-103601","8"
"RF-193451","8"
"LO-171701","8"
"HA-149204","8"
"KB-164053","8"
"SJ-205001","8"
"BP-110952","8"
"BP-110953","8"
"JL-151302","8"
"KH-166302","8"
"HP-148153","8"
"TH-212354","8"
"BP-112901","8"
"PN-187754","8"
"PO-188501","8"
"SJ-202152","8"
"MF-182501","8"
"PO-188651","8"
"JM-156552","8"
"JH-159102","8"
"PP-189551","8"
"GA-145154","8"
"BS-113803","8"
"YS-218803","8"
"MW-182351","8"
"GA-145153","8"
"SH-206352","8"
"BS-116653","8"
"MR-175452","8"
"EB-139301","8"
"LW-168251","8"
"ED-138853","8"
"LC-169304","8"
"BS-118003","8"
"SH-203952","8"
"AG-103903","8"
"JM-155801","8"
"LP-170803","8"
"SG-208901","8"
"MG-178753","8"
"YS-218804","8"
"SG-204704","8"
"TS-216552","8"
"SG-204703","8"
"MG-178901","8"
"BT-113052","8"
"BT-113053","8"
"FP-143204","8"
"BT-113951","8"
"BT-113952","8"
"FP-143203","8"
"DB-135551","8"
"AC-106153","8"
"FP-143201","8"
"ED-138854","8"
"BT-114851","8"
"PR-188801","8"
"JA-159704","8"
"RD-198104","8"
"AA-6451","8"
"SF-202001","8"
"DB-134051","8"
"AS-102403","8"
"DB-133602","8"
"DB-133601","8"
"JC-153852","8"
"DB-132704","8"
"KH-165101","8"
"EH-139454","8"
"MH-172902","8"
"LP-170951","8"
"DB-132701","8"
"Co-126401","8"
"TP-214151","8"
"FH-43652","8"
"MS-175303","8"
"VG-217903","8"
"BW-111104","8"
"AP-107204","8"
"TC-212954","8"
"MH-174401","8"
"EH-37651","8"
"KH-163601","8"
"KH-163304","8"
"MH-174402","8"
"VG-217901","8"
"PS-187601","8"
"VF-217151","8"
"MH-174552","8"
"MH-174554","8"
"LC-171402","8"
"FH-143654","8"
"FH-143652","8"
"FH-143502","8"
"CA-127753","8"
"EH-137651","8"
"LT-171104","8"
"CP-120854","8"
"MH-180252","8"
"PS-187603","8"
"AD-101801","8"
"TP-215653","8"
"CP-123403","8"
"DB-130602","8"
"CB-124153","8"
"CB-124154","8"
"SC-204403","8"
"CB-125352","8"
"CB-125353","8"
"CB-125354","8"
"AD-101804","8"
"KE-164204","8"
"AG-109002","8"
"MV-181901","8"
"JJ-157601","8"
"DB-129104","8"
"AG-109001","8"
"LR-169152","8"
"PS-189704","8"
"KD-166153","8"
"LC-168704","8"
"CC-122203","8"
"LT-171101","8"
"DA-134503","8"
"MK-179051","8"
"CP-123404","8"
"PS-190453","8"
"TP-215651","8"
"FC-142451","8"
"CC-125502","8"
"CC-125503","8"
"SC-202604","8"
"JM-152501","8"
"CC-126102","8"
"AG-105252","8"
"LR-170353","8"
"CC-126703","8"
"JK-152053","8"
"TM-210104","8"
"AS-100902","8"
"JB-160003","8"
"EH-141853","8"
"CY-127454","8"
"CY-127452","8"
"MK-179054","8"
"RB-194354","8"
"CY-127451","8"
"CR-125801","8"
"SA-208303","8"
"CD-119203","8"
"JK-153702","8"
"HK-148904","8"
"JK-153704","8"
"RD-194804","8"
"CW-119052","8"
"ML-174103","8"
"RW-196901","8"
"RW-196303","8"
"CS-124902","8"
"RW-195401","8"
"JB-159251","8"
"HK-148902","8"
"RS-197654","8"
"RS-197653","8"
"PT-190903","8"
"CS-124901","8"
"RB-195703","8"
"CS-119502","7"
"AR-104052","7"
"JC-161053","7"
"AR-105102","7"
"JD-158951","7"
"TC-214753","7"
"JD-160153","7"
"JD-160602","7"
"JD-160603","7"
"KT-164654","7"
"AR-105701","7"
"JE-156104","7"
"JE-157451","7"
"JE-157452","7"
"JE-161651","7"
"KS-163002","7"
"KN-164502","7"
"JF-151902","7"
"KM-167203","7"
"JF-151904","7"
"KM-166602","7"
"JF-152953","7"
"KL-166452","7"
"KL-165552","7"
"KH-63302","7"
"JG-151153","7"
"KH-166904","7"
"TC-209802","7"
"TC-209801","7"
"KH-166903","7"
"TC-111452","7"
"JH-158203","7"
"JH-159104","7"
"KH-165104","7"
"JH-54301","7"
"KH-165102","7"
"AA-103152","7"
"KF-162854","7"
"AS-100454","7"
"KD-166152","7"
"JK-153253","7"
"JK-156251","7"
"JK-156254","7"
"JK-157302","7"
"TB-215953","7"
"KD-162702","7"
"KC-166753","7"
"KB-166004","7"
"JL-152351","7"
"JL-152352","7"
"AS-102253","7"
"AS-102401","7"
"JL-51303","7"
"KB-163152","7"
"KB-162404","7"
"KB-162403","7"
"KA-165254","7"
"KA-165253","7"
"JW-160752","7"
"JM-152653","7"
"JM-155351","7"
"JW-159554","7"
"JM-155354","7"
"AS-102404","7"
"AS-102852","7"
"JM-158654","7"
"JW-159553","7"
"JS-160302","7"
"JS-156852","7"
"JS-156851","7"
"JR-162102","7"
"JO-151452","7"
"JO-152801","7"
"JO-152803","7"
"AB-101051","7"
"AS-106304","7"
"JP-154602","7"
"JP-154604","7"
"JP-155204","7"
"JP-155202","7"
"TB-214004","7"
"TB-214001","7"
"AS-2851","7"
"TB-212504","7"
"AT-107353","7"
"TB-211751","7"
"AW-108401","7"
"AW-109304","7"
"AW-8401","7"
"TB-115202","7"
"TB-114002","7"
"BB-115452","7"
"SW-204554","7"
"AA-103753","7"
"BD-113203","7"
"BD-115003","7"
"BD-115602","7"
"SW-202454","7"
"SW-202452","7"
"BD-116054","7"
"BD-116202","7"
"BD-116351","7"
"AB-102551","7"
"BD-117702","7"
"SV-208151","7"
"SV-207851","7"
"BD-16202","7"
"SV-203653","7"
"SU-206654","7"
"BE-114102","7"
"BE-114552","7"
"ST-205304","7"
"BF-109754","7"
"BF-110052","7"
"SS-104103","7"
"BF-112152","7"
"VP-217604","7"
"VP-217603","7"
"BG-117402","7"
"VP-217602","7"
"SP-206203","7"
"SP-206202","7"
"BH-17102","7"
"BK-112601","7"
"VP-217601","7"
"BM-111401","7"
"SO-203351","7"
"SN-207104","7"
"BM-116502","7"
"SN-207103","7"
"BM-117852","7"
"VP-217302","7"
"SN-205603","7"
"BM-17851","7"
"VM-218352","7"
"SM-209503","7"
"SM-209052","7"
"SM-209051","7"
"SM-203202","7"
"SM-200052","7"
"VM-218351","7"
"BO-114251","7"
"SM-109502","7"
"SL-201554","7"
"SL-101551","7"
"VM-216854","7"
"SJ-205002","7"
"BP-110502","7"
"BP-111552","7"
"ZD-219252","7"
"BP-111852","7"
"BP-111853","7"
"BP-112301","7"
"AC-104202","7"
"BP-112904","7"
"AA-104802","7"
"VG-218051","7"
"BS-115901","7"
"BS-117551","7"
"BS-117554","7"
"AC-104504","7"
"SH-199751","7"
"SG-206052","7"
"BT-115302","7"
"BT-115303","7"
"BT-116804","7"
"SF-200654","7"
"SE-201103","7"
"SE-201101","7"
"SC-207704","7"
"SC-207253","7"
"CA-119651","7"
"SC-206953","7"
"CA-120552","7"
"VF-217153","7"
"CA-122653","7"
"CA-123102","7"
"VD-116702","7"
"CA-127754","7"
"SC-206803","7"
"SC-204404","7"
"SC-204401","7"
"SC-203803","7"
"CC-121002","7"
"CC-121451","7"
"CC-121452","7"
"SC-203054","7"
"CC-121454","7"
"VB-217451","7"
"CC-122202","7"
"TZ-215803","7"
"CC-124753","7"
"CC-126104","7"
"CC-126704","7"
"CC-126852","7"
"SC-200503","7"
"SC-200202","7"
"SB-202904","7"
"SB-202903","7"
"SB-201701","7"
"AF-108704","7"
"CD-119802","7"
"CD-119803","7"
"CD-122801","7"
"RW-195404","7"
"RW-195402","7"
"RS-198703","7"
"RS-198702","7"
"CG-120401","7"
"RS-194203","7"
"RS-194201","7"
"RP-193901","7"
"RO-97801","7"
"CK-122052","7"
"CK-122053","7"
"CK-123251","7"
"CK-125951","7"
"CK-125953","7"
"RO-197804","7"
"CK-127603","7"
"RO-197802","7"
"TW-210254","7"
"CK-27602","7"
"CL-118901","7"
"TW-210251","7"
"RM-193752","7"
"RL-196153","7"
"RH-196003","7"
"CM-118152","7"
"CM-118301","7"
"CM-121151","7"
"RH-195103","7"
"RH-195101","7"
"CM-121602","7"
"AG-102701","7"
"TT-214604","7"
"CM-122351","7"
"RF-198402","7"
"AG-103002","7"
"RF-198401","7"
"RF-197354","7"
"RE-94502","7"
"RE-194501","7"
"RE-194053","7"
"CM-26552","7"
"RD-198103","7"
"ZC-219101","7"
"CP-120853","7"
"CP-123401","7"
"CP-123402","7"
"RD-196601","7"
"RD-195851","7"
"CR-126253","7"
"RD-194802","7"
"CR-127303","7"
"RC-199602","7"
"RC-198252","7"
"RB-97051","7"
"CS-118603","7"
"CS-119503","7"
"CS-124601","7"
"CS-124602","7"
"CS-124603","7"
"TT-210704","7"
"RA-92851","7"
"RA-199453","7"
"RA-199452","7"
"RA-198854","7"
"RA-198852","7"
"AG-106752","7"
"QJ-192553","7"
"PW-192404","7"
"PW-192403","7"
"AG-106754","7"
"PV-189853","7"
"PV-189852","7"
"PT-190902","7"
"CY-127453","7"
"PS-190454","7"
"DA-134502","7"
"PS-190451","7"
"PS-189703","7"
"DB-130601","7"
"DB-130604","7"
"PR-188803","7"
"DB-131204","7"
"DB-132101","7"
"DB-133603","7"
"DB-134052","7"
"DB-134053","7"
"DB-135554","7"
"DB-136153","7"
"DB-136154","7"
"DB-136604","7"
"PO-191951","7"
"PO-191801","7"
"PO-188654","7"
"TS-216104","7"
"PM-189402","7"
"DC-128501","7"
"PJ-190154","7"
"PG-188952","7"
"DG-133003","7"
"TS-215053","7"
"DH-136753","7"
"DJ-134201","7"
"DJ-135102","7"
"PC-187451","7"
"PB-91502","7"
"PB-192103","7"
"DK-128351","7"
"DK-128953","7"
"DK-130904","7"
"DK-133753","7"
"PA-190603","7"
"AH-100304","7"
"DL-128651","7"
"ON-187151","7"
"NW-184004","7"
"NW-184003","7"
"NR-185503","7"
"DM-129551","7"
"DM-129554","7"
"NP-187004","7"
